,timestamp,authentication_id,data_0,data_1,data_2,data_3,data_4,data_5,data_6,Label
0,1754955865.6354432,152,0,0,0,0,0,0,0,Benign
1,1754955865.6356902,162,0,0,0,0,0,0,0,Benign
2,1754955865.6359324,656,0,0,0,85,0,0,0,Benign
3,1754955865.6500432,67,0,0,0,216,82,0,0,Benign
4,1754955865.650264,152,0,0,0,0,0,0,0,Benign
5,1754955865.6505096,162,0,0,0,0,0,0,0,Benign
6,1754955865.6649482,162,0,0,0,0,0,0,0,Benign
7,1754955865.665155,67,0,0,0,73,77,0,0,Benign
8,1754955865.6654048,152,0,0,0,0,0,0,0,Benign
9,1754955865.6799886,152,0,0,0,0,0,0,0,Benign
10,1754955865.6802008,67,0,0,0,50,72,0,0,Benign
11,1754955865.6804483,162,0,0,0,0,0,0,0,Benign
12,1754955865.694853,162,0,0,0,0,0,0,0,Benign
13,1754955865.695065,67,0,0,0,220,66,0,0,Benign
14,1754955865.6953166,152,0,0,0,0,0,0,0,Benign
15,1754955865.7098317,67,0,0,0,81,61,0,0,Benign
16,1754955865.7100475,152,0,0,0,0,0,0,0,Benign
17,1754955865.710294,162,0,0,0,0,0,0,0,Benign
18,1754955865.7282207,152,0,0,0,0,0,0,0,Benign
19,1754955865.7284343,67,0,0,0,70,56,0,0,Benign
20,1754955865.7286818,162,0,0,0,0,0,0,0,Benign
21,1754955865.7413394,67,0,0,0,16,51,0,0,Benign
22,1754955865.741585,152,0,0,0,0,0,0,0,Benign
23,1754955865.7418005,162,0,0,0,0,0,0,0,Benign
24,1754955865.7420452,656,0,0,0,85,0,0,0,Benign
25,1754955865.7570047,162,0,0,0,0,0,0,0,Benign
26,1754955865.7578504,152,0,0,0,0,0,0,0,Benign
27,1754955865.758067,67,0,0,0,189,45,0,0,Benign
28,1754955865.7717814,67,0,0,0,135,41,0,0,Benign
29,1754955865.7719972,152,0,0,0,0,0,0,0,Benign
30,1754955865.7722476,162,0,0,0,0,0,0,0,Benign
31,1754955865.7867103,67,0,0,0,50,37,0,0,Benign
32,1754955865.786921,152,0,0,0,0,0,0,0,Benign
33,1754955865.7871733,162,0,0,0,0,0,0,0,Benign
34,1754955865.8020673,162,0,0,0,0,0,0,0,Benign
35,1754955865.8022819,67,0,0,0,17,33,0,0,Benign
36,1754955865.802529,152,0,0,0,0,0,0,0,Benign
37,1754955865.8176215,67,0,0,0,228,28,0,0,Benign
38,1754955865.8183627,162,0,0,0,0,0,0,0,Benign
39,1754955865.818593,152,0,0,0,0,0,0,0,Benign
40,1754955865.832377,67,0,0,0,52,25,0,0,Benign
41,1754955865.8325896,152,0,0,0,0,0,0,0,Benign
42,1754955865.832836,162,0,0,0,0,0,0,0,Benign
43,1754955865.8485875,67,0,0,0,189,21,0,0,Benign
44,1754955865.8488038,152,0,0,0,0,0,0,0,Benign
45,1754955865.849052,162,0,0,0,0,0,0,0,Benign
46,1754955865.849293,656,0,0,0,85,0,0,0,Benign
47,1754955865.8640013,162,0,0,0,0,0,0,0,Benign
48,1754955865.864212,67,0,0,0,77,18,0,0,Benign
49,1754955865.8644667,152,0,0,0,0,0,0,0,Benign
50,1754955865.8791986,162,0,0,0,0,0,0,0,Benign
51,1754955865.879466,152,0,0,0,0,0,0,0,Benign
52,1754955865.880768,67,0,0,0,84,15,0,0,Benign
53,1754955865.8938086,162,0,0,0,0,0,0,0,Benign
54,1754955865.8940172,67,0,0,0,199,12,0,0,Benign
55,1754955865.8942673,152,0,0,0,0,0,0,0,Benign
56,1754955865.909027,162,0,0,0,0,0,0,0,Benign
57,1754955865.9092405,67,0,0,0,250,9,0,0,Benign
58,1754955865.9094913,152,0,0,0,0,0,0,0,Benign
59,1754955865.9235559,162,0,0,0,0,0,0,0,Benign
60,1754955865.9237654,67,0,0,0,236,7,0,0,Benign
61,1754955865.9240155,152,0,0,0,0,0,0,0,Benign
62,1754955865.939039,152,0,0,0,0,0,0,0,Benign
63,1754955865.939256,67,0,0,0,249,5,0,0,Benign
64,1754955865.939501,162,0,0,0,0,0,0,0,Benign
