,timestamp,authentication_id,data_0,data_1,data_2,data_3,data_4,data_5,data_6
0,1754491234.6383247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1754491234.6395798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1754491234.6409154,67.0,0.0,0.0,0.0,63.0,192.0,0.0,0.0
3,1754491234.6411006,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,1754491234.6413667,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,1754491234.6423094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,1754491234.6446788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,1754491234.6459625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1754491234.647343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,1754491234.648977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1754491234.650532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,1754491234.6521134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,1754491234.6539373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,1754491234.6552503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,1754491234.6560292,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,1754491234.6562135,67.0,0.0,0.0,0.0,78.0,197.0,0.0,0.0
16,1754491234.6564624,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,1754491234.657534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,1754491234.6589737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,1754491234.6600757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,1754491234.661486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,1754491234.6631553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,1754491234.6646674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,1754491234.6660905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,1754491234.667261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,1754491234.6719604,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,1754491234.6721215,67.0,0.0,0.0,0.0,134.0,202.0,0.0,0.0
27,1754491234.6723843,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,1754491234.6736894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,1754491234.6752253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,1754491234.6768234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,1754491234.6780908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,1754491234.680046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,1754491234.682108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,1754491234.68352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,1754491234.684864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,1754491234.6864393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,1754491234.6870754,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,1754491234.6872513,67.0,0.0,0.0,0.0,63.0,207.0,0.0,0.0
39,1754491234.6875207,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,1754491234.688385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,1754491234.68978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,1754491234.6911118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,1754491234.6925154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,1754491234.6941397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,1754491234.695653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,1754491234.6968877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,1754491234.698128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,1754491234.6996486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,1754491234.7012606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,1754491234.702627,67.0,0.0,0.0,0.0,202.0,211.0,0.0,0.0
51,1754491234.702826,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,1754491234.7030563,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,1754491234.703278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,1754491234.7048237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,1754491234.7062345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,1754491234.707551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,1754491234.7092433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,1754491234.7108264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,1754491234.711982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,1754491234.713337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,1754491234.715032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,1754491234.7168806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,1754491234.7178671,67.0,0.0,0.0,0.0,109.0,216.0,0.0,0.0
64,1754491234.7180219,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,1754491234.7182744,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,1754491234.7193925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,1754491234.7199636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
