,timestamp,authentication_id,data_0,data_1,data_2,data_3,data_4,data_5,data_6,Label
0,1754955772.1097534,152,0,0,0,0,0,0,0,Benign
1,1754955772.109969,67,0,0,0,13,3,0,0,Benign
2,1754955772.110224,162,0,0,0,0,0,0,0,Benign
3,1754955772.1251144,162,0,0,0,0,0,0,0,Benign
4,1754955772.1253312,67,0,0,0,126,4,0,0,Benign
5,1754955772.1255898,152,0,0,0,0,0,0,0,Benign
6,1754955772.1258285,656,0,0,0,0,0,0,0,Benign
7,1754955772.1411955,67,0,0,0,52,6,0,0,Benign
8,1754955772.1414099,152,0,0,0,0,0,0,0,Benign
9,1754955772.1416576,162,0,0,0,0,0,0,0,Benign
10,1754955772.1558952,67,0,0,0,84,8,0,0,Benign
11,1754955772.156107,152,0,0,0,0,0,0,0,Benign
12,1754955772.1563592,162,0,0,0,0,0,0,0,Benign
13,1754955772.1711192,67,0,0,0,151,10,0,0,Benign
14,1754955772.1713307,152,0,0,0,0,0,0,0,Benign
15,1754955772.1715763,162,0,0,0,0,0,0,0,Benign
16,1754955772.186409,67,0,0,0,28,13,0,0,Benign
17,1754955772.1866207,152,0,0,0,0,0,0,0,Benign
18,1754955772.1868646,162,0,0,0,0,0,0,0,Benign
19,1754955772.2022793,67,0,0,0,20,16,0,0,Benign
20,1754955772.2024975,152,0,0,0,0,0,0,0,Benign
21,1754955772.2027426,162,0,0,0,0,0,0,0,Benign
22,1754955772.2175765,162,0,0,0,0,0,0,0,Benign
23,1754955772.2177556,152,0,0,0,0,0,0,0,Benign
24,1754955772.217998,67,0,0,0,83,19,0,0,Benign
25,1754955772.232902,152,0,0,0,0,0,0,0,Benign
26,1754955772.2332578,67,0,0,0,158,22,0,0,Benign
27,1754955772.234408,162,0,0,0,0,0,0,0,Benign
28,1754955772.2346375,656,0,0,0,0,0,0,0,Benign
29,1754955772.2485049,152,0,0,0,0,0,0,0,Benign
30,1754955772.248718,67,0,0,0,36,26,0,0,Benign
31,1754955772.248963,162,0,0,0,0,0,0,0,Benign
32,1754955772.2640872,152,0,0,0,0,0,0,0,Benign
33,1754955772.264297,67,0,0,0,227,29,0,0,Benign
34,1754955772.2645407,162,0,0,0,0,0,0,0,Benign
35,1754955772.2788956,67,0,0,0,31,34,0,0,Benign
