Created a socket
(1754955962.8744311) can0 0x43#00000000EE000000
(1754955962.874646) can0 0x98#0000000000000000
(1754955962.874892) can0 0xa2#0000000000000000
(1754955962.8904767) can0 0x43#000000C6F0000000
(1754955962.8906832) can0 0x98#0000000000000000
(1754955962.8909388) can0 0xa2#0000000000000000
(1754955962.8911953) can0 0x290#0000005500000000
(1754955962.9058897) can0 0x43#00000074F3000000
(1754955962.9061086) can0 0x98#0000000000000000
(1754955962.9063592) can0 0xa2#0000000000000000
(1754955962.9209626) can0 0x98#0000000000000000
(1754955962.9211745) can0 0x43#000000B4F5000000
(1754955962.9214208) can0 0xa2#0000000000000000
(1754955962.9360187) can0 0x43#000000AFF7000000
(1754955962.9362237) can0 0x98#0000000000000000
(1754955962.9364688) can0 0xa2#0000000000000000
(1754955962.9508886) can0 0x43#00000066F9000000
(1754955962.9510872) can0 0x98#0000000000000000
(1754955962.951336) can0 0xa2#0000000000000000
(1754955962.9657025) can0 0x98#0000000000000000
(1754955962.9659178) can0 0x43#000000D8FA000000
(1754955962.9661636) can0 0xa2#0000000000000000
(1754955962.9809427) can0 0xa2#0000000000000000
(1754955962.9811597) can0 0x43#00000003FC000000
(1754955962.9814086) can0 0x98#0000000000000000
(1754955962.9955707) can0 0x43#000000E7FC000000
(1754955962.9957855) can0 0x98#0000000000000000
(1754955962.9960313) can0 0xa2#0000000000000000
(1754955962.9962807) can0 0x290#0000005500000000
(1754955963.011059) can0 0x43#00000083FD000000
(1754955963.0112722) can0 0x98#0000000000000000
(1754955963.0115175) can0 0xa2#0000000000000000
(1754955963.0269403) can0 0xa2#0000000000000000
(1754955963.0271626) can0 0x43#000000DAFD000000
(1754955963.02741) can0 0x98#0000000000000000
(1754955963.0416088) can0 0x98#0000000000000000
(1754955963.0418253) can0 0x43#000000E4FD000000
(1754955963.0420713) can0 0xa2#0000000000000000
(1754955963.05718) can0 0x98#0000000000000000
(1754955963.0573955) can0 0x43#000000A1FD000000
(1754955963.057646) can0 0xa2#0000000000000000
(1754955963.0722075) can0 0x43#00000018FD000000
(1754955963.0724382) can0 0x98#0000000000000000
(1754955963.0726821) can0 0xa2#0000000000000000
(1754955963.087922) can0 0x43#00000038FC000000
(1754955963.0881364) can0 0x98#0000000000000000
(1754955963.0883832) can0 0xa2#0000000000000000
(1754955963.1036015) can0 0x98#0000000000000000
(1754955963.1038277) can0 0x43#00000006FB000000
(1754955963.1040707) can0 0xa2#0000000000000000
(1754955963.1043293) can0 0x290#0000005500000000
(1754955963.1177247) can0 0xa2#0000000000000000
(1754955963.1179512) can0 0x98#0000000000000000
(1754955963.1181927) can0 0x43#000000B8F9000000
(1754955963.1328905) can0 0xa2#0000000000000000
(1754955963.1331146) can0 0x43#00000010F8000000
(1754955963.13336) can0 0x98#0000000000000000
(1754955963.1488345) can0 0x43#00000022F6000000
(1754955963.1490479) can0 0x98#0000000000000000
(1754955963.1492932) can0 0xa2#0000000000000000
(1754955963.163406) can0 0xa2#0000000000000000
(1754955963.1636257) can0 0x43#000000F1F3000000
(1754955963.1638756) can0 0x98#0000000000000000
(1754955963.180914) can0 0x43#00000051F1000000
(1754955963.1811397) can0 0x98#0000000000000000
(1754955963.1813872) can0 0xa2#0000000000000000
(1754955963.1945736) can0 0x43#00000067EE000000
(1754955963.1972084) can0 0xa2#0000000000000000
(1754955963.1974385) can0 0x98#0000000000000000
(1754955963.2096834) can0 0x43#0000006AEB000000
(1754955963.209912) can0 0x98#0000000000000000
(1754955963.2101593) can0 0xa2#0000000000000000
(1754955963.2104058) can0 0x290#0000005500000000
(1754955963.2251048) can0 0x43#00000030E8000000
(1754955963.2253318) can0 0x98#0000000000000000
(1754955963.2255769) can0 0xa2#0000000000000000
(1754955963.240635) can0 0xa2#0000000000000000
(1754955963.2408543) can0 0x43#000000BAE4000000
(1754955963.2411113) can0 0x98#0000000000000000
(1754955963.2560766) can0 0x43#0000000AE1000000
(1754955963.2562969) can0 0x98#0000000000000000
