,timestamp,authentication_id,data_0,data_1,data_2,data_3,data_4,data_5,data_6
0,1754487131.370435,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1754487131.370656,67.0,0.0,0.0,0.0,54.0,190.0,0.0,0.0
2,1754487131.3709044,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1754487131.3711462,646.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0
4,1754487131.3713944,656.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0
5,1754487131.3852208,67.0,0.0,0.0,0.0,245.0,184.0,0.0,0.0
6,1754487131.3854434,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,1754487131.3856924,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,1754487131.3999026,67.0,0.0,0.0,0.0,146.0,179.0,0.0,0.0
9,1754487131.4001207,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1754487131.4003751,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,1754487131.4145982,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,1754487131.414821,67.0,0.0,0.0,0.0,18.0,174.0,0.0,0.0
13,1754487131.415068,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,1754487131.429989,67.0,0.0,0.0,0.0,119.0,168.0,0.0,0.0
15,1754487131.4302106,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,1754487131.4304564,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,1754487131.4461398,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,1754487131.4478238,67.0,0.0,0.0,0.0,99.0,162.0,0.0,0.0
19,1754487131.44817,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,1754487131.4613478,67.0,0.0,0.0,0.0,154.0,156.0,0.0,0.0
21,1754487131.4615705,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,1754487131.4618115,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,1754487131.4762497,67.0,0.0,0.0,0.0,193.0,150.0,0.0,0.0
24,1754487131.47647,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,1754487131.4767196,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,1754487131.4769726,646.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0
27,1754487131.4772155,656.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0
28,1754487131.4912198,67.0,0.0,0.0,0.0,219.0,144.0,0.0,0.0
29,1754487131.4914434,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,1754487131.491698,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,1754487131.5061214,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,1754487131.506319,67.0,0.0,0.0,0.0,234.0,138.0,0.0,0.0
33,1754487131.5065615,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,1754487131.52225,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,1754487131.5224478,67.0,0.0,0.0,0.0,141.0,132.0,0.0,0.0
36,1754487131.5226934,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,1754487131.5373874,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,1754487131.5375967,67.0,0.0,0.0,0.0,145.0,126.0,0.0,0.0
39,1754487131.5378313,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,1754487131.5541143,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,1754487131.5543337,67.0,0.0,0.0,0.0,151.0,120.0,0.0,0.0
42,1754487131.5545828,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,1754487131.567599,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,1754487131.567809,67.0,0.0,0.0,0.0,58.0,114.0,0.0,0.0
45,1754487131.568061,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,1754487131.582573,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,1754487131.5827808,67.0,0.0,0.0,0.0,74.0,108.0,0.0,0.0
48,1754487131.5830371,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,1754487131.5832765,646.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0
50,1754487131.583532,656.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0
51,1754487131.5975099,67.0,0.0,0.0,0.0,101.0,102.0,0.0,0.0
52,1754487131.597732,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,1754487131.597983,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,1754487131.6129625,67.0,0.0,0.0,0.0,142.0,96.0,0.0,0.0
55,1754487131.6131659,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,1754487131.6134033,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,1754487131.6281488,67.0,0.0,0.0,0.0,200.0,90.0,0.0,0.0
58,1754487131.6283448,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,1754487131.628638,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,1754487131.6473336,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,1754487131.6475267,67.0,0.0,0.0,0.0,23.0,85.0,0.0,0.0
62,1754487131.6477897,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,1754487131.6586323,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,1754487131.6588223,67.0,0.0,0.0,0.0,31.0,79.0,0.0,0.0
65,1754487131.6590745,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,1754487131.6736014,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,1754487131.6738148,67.0,0.0,0.0,0.0,162.0,73.0,0.0,0.0
68,1754487131.6740596,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,1754487131.688475,67.0,0.0,0.0,0.0,68.0,68.0,0.0,0.0
70,1754487131.6886694,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,1754487131.6889367,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,1754487131.6891825,646.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0
73,1754487131.689468,656.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0
74,1754487131.7036846,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,1754487131.7038655,67.0,0.0,0.0,0.0,7.0,63.0,0.0,0.0
76,1754487131.7041183,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,1754487131.7194028,67.0,0.0,0.0,0.0,239.0,57.0,0.0,0.0
78,1754487131.7196207,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,1754487131.7198648,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,1754487131.7345858,67.0,0.0,0.0,0.0,253.0,52.0,0.0,0.0
81,1754487131.7348034,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,1754487131.735697,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,1754487131.7486353,67.0,0.0,0.0,0.0,54.0,48.0,0.0,0.0
84,1754487131.7488601,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,1754487131.7491078,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,1754487131.7640405,67.0,0.0,0.0,0.0,156.0,43.0,0.0,0.0
87,1754487131.7642634,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,1754487131.76451,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,1754487131.7792735,67.0,0.0,0.0,0.0,231.0,38.0,0.0,0.0
90,1754487131.7814317,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,1754487131.781625,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,1754487131.794785,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,1754487131.795004,67.0,0.0,0.0,0.0,177.0,34.0,0.0,0.0
94,1754487131.7952507,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,1754487131.7954931,646.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0
96,1754487131.7957435,656.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0
97,1754487131.811568,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,1754487131.8117716,67.0,0.0,0.0,0.0,109.0,30.0,0.0,0.0
99,1754487131.8120065,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,1754487131.8255758,67.0,0.0,0.0,0.0,229.0,26.0,0.0,0.0
101,1754487131.8257837,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,1754487131.8260345,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,1754487131.8398345,67.0,0.0,0.0,0.0,83.0,23.0,0.0,0.0
104,1754487131.84005,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,1754487131.840284,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,1754487131.854686,67.0,0.0,0.0,0.0,252.0,19.0,0.0,0.0
107,1754487131.854915,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,1754487131.855165,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,1754487131.8715973,67.0,0.0,0.0,0.0,226.0,16.0,0.0,0.0
110,1754487131.8717763,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,1754487131.8720295,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,1754487131.8861601,67.0,0.0,0.0,0.0,216.0,13.0,0.0,0.0
113,1754487131.886376,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,1754487131.8866177,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,1754487131.901545,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,1754487131.9017448,67.0,0.0,0.0,0.0,23.0,11.0,0.0,0.0
117,1754487131.9019897,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,1754487131.902245,646.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0
119,1754487131.9024885,656.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0
120,1754487131.9166555,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,1754487131.9168525,67.0,0.0,0.0,0.0,198.0,8.0,0.0,0.0
122,1754487131.9171045,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,1754487131.9313915,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,1754487131.9315794,67.0,0.0,0.0,0.0,184.0,6.0,0.0,0.0
125,1754487131.931836,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,1754487131.9470677,67.0,0.0,0.0,0.0,239.0,4.0,0.0,0.0
127,1754487131.9472773,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,1754487131.9475331,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,1754487131.9617975,67.0,0.0,0.0,0.0,107.0,3.0,0.0,0.0
