Created a socket
(1754487131.6473336) can0 0xa2#0000000000000000
(1754487131.6475267) can0 0x43#0000001755000000
(1754487131.6477897) can0 0x98#0000000000000000
(1754487131.6586323) can0 0x98#0000000000000000
(1754487131.6588223) can0 0x43#0000001F4F000000
(1754487131.6590745) can0 0xa2#0000000000000000
(1754487131.6736014) can0 0x98#0000000000000000
(1754487131.6738148) can0 0x43#000000A249000000
(1754487131.6740596) can0 0xa2#0000000000000000
(1754487131.688475) can0 0x43#0000004444000000
(1754487131.6886694) can0 0x98#0000000000000000
(1754487131.6889367) can0 0xa2#0000000000000000
(1754487131.6891825) can0 0x286#0000000F00000000
(1754487131.689468) can0 0x290#0000005500000000
(1754487131.7036846) can0 0x98#0000000000000000
(1754487131.7038655) can0 0x43#000000073F000000
(1754487131.7041183) can0 0xa2#0000000000000000
(1754487131.7194028) can0 0x43#000000EF39000000
(1754487131.7196207) can0 0x98#0000000000000000
(1754487131.7198648) can0 0xa2#0000000000000000
(1754487131.7345858) can0 0x43#000000FD34000000
(1754487131.7348034) can0 0x98#0000000000000000
(1754487131.735697) can0 0xa2#0000000000000000
(1754487131.7486353) can0 0x43#0000003630000000
(1754487131.7488601) can0 0x98#0000000000000000
(1754487131.7491078) can0 0xa2#0000000000000000
(1754487131.7640405) can0 0x43#0000009C2B000000
(1754487131.7642634) can0 0x98#0000000000000000
(1754487131.76451) can0 0xa2#0000000000000000
(1754487131.7792735) can0 0x43#000000E726000000
(1754487131.7814317) can0 0x98#0000000000000000
(1754487131.781625) can0 0xa2#0000000000000000
(1754487131.794785) can0 0x98#0000000000000000
(1754487131.795004) can0 0x43#000000B122000000
(1754487131.7952507) can0 0xa2#0000000000000000
(1754487131.7954931) can0 0x286#0000000F00000000
(1754487131.7957435) can0 0x290#0000005500000000
(1754487131.811568) can0 0x98#0000000000000000
(1754487131.8117716) can0 0x43#0000006D1E000000
(1754487131.8120065) can0 0xa2#0000000000000000
(1754487131.8255758) can0 0x43#000000E51A000000
(1754487131.8257837) can0 0x98#0000000000000000
(1754487131.8260345) can0 0xa2#0000000000000000
(1754487131.8398345) can0 0x43#0000005317000000
(1754487131.84005) can0 0x98#0000000000000000
(1754487131.840284) can0 0xa2#0000000000000000
(1754487131.854686) can0 0x43#000000FC13000000
(1754487131.854915) can0 0x98#0000000000000000
(1754487131.855165) can0 0xa2#0000000000000000
(1754487131.8715973) can0 0x43#000000E210000000
(1754487131.8717763) can0 0x98#0000000000000000
(1754487131.8720295) can0 0xa2#0000000000000000
(1754487131.8861601) can0 0x43#000000D80D000000
(1754487131.886376) can0 0x98#0000000000000000
(1754487131.8866177) can0 0xa2#0000000000000000
(1754487131.901545) can0 0x98#0000000000000000
(1754487131.9017448) can0 0x43#000000170B000000
(1754487131.9019897) can0 0xa2#0000000000000000
(1754487131.902245) can0 0x286#0000000F00000000
(1754487131.9024885) can0 0x290#0000005500000000
(1754487131.9166555) can0 0x98#0000000000000000
(1754487131.9168525) can0 0x43#000000C608000000
(1754487131.9171045) can0 0xa2#0000000000000000
(1754487131.9313915) can0 0x98#0000000000000000
(1754487131.9315794) can0 0x43#000000B806000000
(1754487131.931836) can0 0xa2#0000000000000000
(1754487131.9470677) can0 0x43#000000EF04000000
(1754487131.9472773) can0 0x98#0000000000000000
(1754487131.9475331) can0 0xa2#0000000000000000
(1754487131.9617975) can0 0x43#0000006B03000000
(1754487131.9620204) can0 0x98#0000000000000000
(1754487131.9622664) can0 0xa2#0000000000000000
(1754487131.9772558) can0 0x43#0000001A02000000
(1754487131.9774685) can0 0x98#0000000000000000
(1754487131.9777217) can0 0xa2#0000000000000000
(1754487131.993712) can0 0x43#0000001B01000000
(1754487131.9939163) can0 0x98#0000000000000000
(1754487131.9941626) can0 0xa2#0000000000000000
(1754487132.0096118) can0 0x43#0000006C00000000
(1754487132.0098152) can0 0x98#0000000000000000
(1754487132.0100548) can0 0xa2#0000000000000000
